corner_num,start_idx,apex_idx,end_idx,corner_duration,entry_throttle,apex_throttle,min_throttle,exit_throttle,max_brake,brake_duration,apex_lateral_g,avg_steering_angle,throttle_application_point,vehicle_id,lap,lap_time,track,race
22,2960,2965,3033,73,9.61,2.41,2.41,99.2,50.22,30,0.913,29.377027027027033,3033,GR86-051-71,3,147.663,Sebring,Race 1
1,128,199,264,136,37.95,2.43,2.43,87.55,83.305,25,1.395,44.22773722627738,236,GR86-061-51,4,148.836,Sebring,Race 1
2,391,405,488,97,11.55,2.47,2.47,98.67,128.69,47,0.137,52.60204081632652,407,GR86-061-51,4,148.836,Sebring,Race 1
3,504,513,516,12,71.68,12.29,12.29,87.03,0.0,0,0.955,48.96153846153845,504,GR86-061-51,4,148.836,Sebring,Race 1
4,551,561,639,88,45.23,2.47,2.47,91.96,35.405,11,0.379,51.26966292134833,638,GR86-061-51,4,148.836,Sebring,Race 1
5,1000,1039,1053,53,79.65,2.37,2.37,95.24,140.025,48,0.219,10.018518518518517,1000,GR86-061-51,4,148.836,Sebring,Race 1
6,1055,1062,1119,64,14.94,2.43,2.43,86.79,70.06,21,1.018,84.5446153846154,1115,GR86-061-51,4,148.836,Sebring,Race 1
7,1485,1514,1517,32,44.64,2.46,2.46,99.48,136.455,29,0.007,10.966666666666667,1516,GR86-061-51,4,148.836,Sebring,Race 1
8,1519,1522,1590,71,10.75,2.41,2.41,99.77,86.22,24,0.073,63.80972222222223,1586,GR86-061-51,4,148.836,Sebring,Race 1
9,1821,1859,1896,75,73.19,2.46,2.46,98.04,108.5,35,0.947,30.13289473684211,1821,GR86-061-51,4,148.836,Sebring,Race 1
10,2237,2262,2345,108,11.64,2.47,2.47,82.88,111.81,41,0.594,64.19357798165139,2247,GR86-061-51,4,148.836,Sebring,Race 1
11,2389,2411,2468,79,69.24,2.45,2.45,99.94,48.33,14,1.2,37.09125,2389,GR86-061-51,4,148.836,Sebring,Race 1
12,2894,2927,2929,35,76.78,2.46,2.46,95.05,96.23,32,0.601,8.658333333333335,2894,GR86-061-51,4,148.836,Sebring,Race 1
13,2930,2933,2987,57,38.32,2.38,2.38,85.16,82.08500000000001,18,1.133,46.86034482758621,2965,GR86-061-51,4,148.836,Sebring,Race 1
14,3010,3017,3020,10,70.26,35.9,35.9,99.93,0.0,0,1.034,41.290909090909096,3010,GR86-061-51,4,148.836,Sebring,Race 1
1,141,154,223,82,71.19,2.41,2.41,83.82000000000001,49.17,34,0.622,53.2566265060241,141,GR86-063-113,4,147.366,Sebring,Race 1
2,261,269,277,16,53.72,3.81,3.81,99.06,0.0,0,0.98,80.07647058823531,261,GR86-063-113,4,147.366,Sebring,Race 1
3,400,430,499,99,11.54,2.41,2.41,98.62,84.555,51,0.275,62.81199999999999,416,GR86-063-113,4,147.366,Sebring,Race 1
4,563,577,624,61,27.59,2.45,2.45,97.82,41.675,13,1.08,68.54354838709678,622,GR86-063-113,4,147.366,Sebring,Race 1
5,1006,1048,1053,47,70.42,2.42,2.42,93.41,105.555,48,0.252,3.8395833333333336,1006,GR86-063-113,4,147.366,Sebring,Race 1
6,1054,1062,1111,57,27.77,2.42,2.42,98.2,45.81,39,0.735,75.64999999999999,1105,GR86-063-113,4,147.366,Sebring,Race 1
7,1501,1534,1587,86,61.91,2.41,2.41,97.07,92.035,66,0.208,34.417241379310354,1501,GR86-063-113,4,147.366,Sebring,Race 1
8,1861,1870,1907,46,9.17,2.45,2.45,95.27,57.835,22,0.794,52.91702127659576,1906,GR86-063-113,4,147.366,Sebring,Race 1
9,2262,2280,2332,70,78.31,2.42,2.42,99.77,91.715,44,0.64,39.515492957746474,2262,GR86-063-113,4,147.366,Sebring,Race 1
10,2384,2392,2400,16,20.65,3.12,3.12,84.65,0.0,0,1.063,63.247058823529414,2398,GR86-063-113,4,147.366,Sebring,Race 1
11,2430,2442,2476,46,34.95,2.45,2.45,99.06,33.8,18,1.005,43.11702127659574,2473,GR86-063-113,4,147.366,Sebring,Race 1
12,2916,2947,3019,103,29.23,2.39,2.39,83.27,110.27,51,0.809,36.75576923076923,3005,GR86-063-113,4,147.366,Sebring,Race 1
1,131,139,142,11,33.230000000000004,2.84,2.84,88.88,111.155,10,0.456,14.775,142,GR86-065-5,5,147.689,Sebring,Race 1
2,143,154,190,47,31.48,2.48,2.48,84.37,100.61,24,0.996,38.05833333333334,189,GR86-065-5,5,147.689,Sebring,Race 1
3,195,199,212,17,62.51,14.37,14.37,99.73,0.0,0,1.146,65.52222222222223,195,GR86-065-5,5,147.689,Sebring,Race 1
4,377,434,464,87,42.41,2.48,2.48,98.21,91.285,56,1.004,42.39431818181818,388,GR86-065-5,5,147.689,Sebring,Race 1
5,523,539,598,75,73.39,2.49,2.49,80.09,22.19,12,0.901,44.81578947368421,523,GR86-065-5,5,147.689,Sebring,Race 1
6,599,603,609,10,75.73,34.0,34.0,87.21000000000001,0.0,0,1.102,32.46363636363636,599,GR86-065-5,5,147.689,Sebring,Race 1
7,621,633,660,39,74.58,37.3,37.3,82.92,0.0,0,0.869,41.2,621,GR86-065-5,5,147.689,Sebring,Race 1
8,965,998,1005,40,50.58,2.52,2.52,97.33,106.575,40,0.098,4.109756097560976,965,GR86-065-5,5,147.689,Sebring,Race 1
9,1007,1018,1021,14,37.67,2.54,2.54,96.26,64.275,15,0.585,25.186666666666667,1021,GR86-065-5,5,147.689,Sebring,Race 1
10,1023,1033,1061,38,11.12,2.49,2.49,80.73,68.41,20,1.004,85.62051282051281,1058,GR86-065-5,5,147.689,Sebring,Race 1
11,1062,1071,1081,19,55.26,14.27,14.27,88.79,0.0,0,1.258,101.915,1062,GR86-065-5,5,147.689,Sebring,Race 1
12,1433,1442,1445,12,30.14,2.65,2.65,92.36,103.25,13,0.027,2.3230769230769233,1445,GR86-065-5,5,147.689,Sebring,Race 1
13,1447,1465,1469,22,3.51,2.49,2.49,95.17,73.54,23,0.062,3.48695652173913,1469,GR86-065-5,5,147.689,Sebring,Race 1
14,1471,1495,1514,43,3.26,2.49,2.49,92.15,45.095,22,1.123,51.28181818181818,1513,GR86-065-5,5,147.689,Sebring,Race 1
15,1759,1794,1821,62,39.99,2.52,2.52,99.69,84.86,41,1.104,37.971428571428575,1783,GR86-065-5,5,147.689,Sebring,Race 1
16,2159,2178,2182,23,65.33,2.5500000000000003,2.5500000000000003,99.8,75.065,22,0.415,6.316666666666666,2159,GR86-065-5,5,147.689,Sebring,Race 1
17,2183,2205,2221,38,74.32000000000001,2.49,2.49,94.45,37.92,26,1.176,37.6974358974359,2183,GR86-065-5,5,147.689,Sebring,Race 1
18,2315,2329,2332,17,63.7,2.52,2.52,99.2,40.835,12,0.786,19.783333333333335,2315,GR86-065-5,5,147.689,Sebring,Race 1
19,2334,2341,2378,44,74.66,2.5500000000000003,2.5500000000000003,99.38,31.45,6,1.244,43.87777777777778,2334,GR86-065-5,5,147.689,Sebring,Race 1
20,2806,2817,2823,17,21.28,2.5,2.5,99.76,99.205,18,0.332,17.06666666666667,2822,GR86-065-5,5,147.689,Sebring,Race 1
21,2824,2843,2880,56,57.06,2.49,2.49,90.47,64.43,29,0.801,46.761403508771934,2824,GR86-065-5,5,147.689,Sebring,Race 1
1,88,167,170,82,53.16,2.38,2.38,99.7,80.025,13,0.539,40.34578313253012,88,GR86-002-002,6,125.99,Sonoma,Race 1
2,171,193,235,64,58.34,2.44,2.44,99.42,65.74,22,1.272,35.587692307692315,171,GR86-002-002,6,125.99,Sonoma,Race 1
3,362,371,402,40,33.52,2.45,2.45,81.91,4.655,0,1.437,68.76097560975609,401,GR86-002-002,6,125.99,Sonoma,Race 1
4,426,446,468,42,60.39,2.58,2.58,89.15,0.0,0,1.017,37.25813953488371,426,GR86-002-002,6,125.99,Sonoma,Race 1
5,529,533,617,88,10.1,2.35,2.35,97.18,107.37,37,0.17,44.48539325842697,548,GR86-002-002,6,125.99,Sonoma,Race 1
6,825,830,846,21,58.38,2.41,2.41,92.36,35.86,18,0.581,14.186363636363637,825,GR86-002-002,6,125.99,Sonoma,Race 1
7,848,854,895,47,7.1000000000000005,2.44,2.44,93.59,42.68,9,1.088,67.96458333333334,895,GR86-002-002,6,125.99,Sonoma,Race 1
8,916,924,930,14,70.71000000000001,2.96,2.96,96.87,0.0,0,1.397,96.09333333333332,916,GR86-002-002,6,125.99,Sonoma,Race 1
9,943,945,954,11,50.33,30.97,30.97,99.13,0.0,0,1.111,91.74166666666667,943,GR86-002-002,6,125.99,Sonoma,Race 1
10,1148,1187,1197,49,40.69,2.42,2.42,99.94,43.675,21,0.001,3.816,1196,GR86-002-002,6,125.99,Sonoma,Race 1
11,1199,1212,1223,24,27.77,2.4,2.4,98.79,35.050000000000004,20,0.021,2.8080000000000003,1222,GR86-002-002,6,125.99,Sonoma,Race 1
12,1225,1241,1284,59,50.07,2.45,2.45,97.63,36.245,10,0.644,49.563333333333325,1225,GR86-002-002,6,125.99,Sonoma,Race 1
13,1301,1317,1533,232,37.7,2.37,2.37,93.4,4.0600000000000005,0,0.812,42.312446351931335,1532,GR86-002-002,6,125.99,Sonoma,Race 1
14,1559,1769,1797,238,68.66,2.41,2.41,85.04,21.53,26,0.05,15.715481171548118,1559,GR86-002-002,6,125.99,Sonoma,Race 1
15,1800,2326,2739,939,9.25,2.37,2.37,96.47,18.02,58,0.033,27.416489361702126,2737,GR86-002-002,6,125.99,Sonoma,Race 1
1,73,146,175,102,78.28,2.45,2.45,91.04,40.865,21,1.141,23.450485436893207,73,GR86-003-017,18,115.004,Sonoma,Race 1
2,176,187,230,54,77.95,2.51,2.51,98.81,43.825,21,0.8300000000000001,48.901818181818186,176,GR86-003-017,18,115.004,Sonoma,Race 1
3,368,392,410,42,20.7,2.47,2.47,98.21,29.53,14,1.499,36.78372093023256,406,GR86-003-017,18,115.004,Sonoma,Race 1
4,437,448,472,35,71.88,5.13,5.13,99.9,0.0,0,1.114,50.83333333333334,437,GR86-003-017,18,115.004,Sonoma,Race 1
5,538,548,550,12,22.51,2.52,2.52,97.52,70.03,8,0.165,5.930769230769231,549,GR86-003-017,18,115.004,Sonoma,Race 1
6,552,594,643,91,19.01,2.5,2.5,100.0,76.895,31,1.166,76.36195652173915,642,GR86-003-017,18,115.004,Sonoma,Race 1
7,835,847,872,37,60.8,2.48,2.48,99.89,47.93,23,0.682,8.371052631578948,835,GR86-003-017,18,115.004,Sonoma,Race 1
8,873,881,930,57,3.53,2.51,2.51,96.67,37.11,8,1.465,49.50172413793104,929,GR86-003-017,18,115.004,Sonoma,Race 1
9,1174,1181,1184,10,38.35,2.62,2.62,91.28,110.405,7,0.01,2.6636363636363636,1184,GR86-003-017,18,115.004,Sonoma,Race 1
10,1185,1192,1262,77,60.82,2.48,2.48,96.25,120.72,43,0.126,41.61282051282051,1185,GR86-003-017,18,115.004,Sonoma,Race 1
11,1304,1317,1358,54,70.39,2.45,2.45,80.93,38.5,21,0.768,84.14000000000001,1304,GR86-003-017,18,115.004,Sonoma,Race 1
12,1713,1722,1725,12,67.98,2.58,2.58,82.42,72.545,8,0.095,4.8999999999999995,1713,GR86-003-017,18,115.004,Sonoma,Race 1
13,1726,1733,1736,10,33.230000000000004,2.59,2.59,99.79,72.73,11,0.023,3.800000000000001,1735,GR86-003-017,18,115.004,Sonoma,Race 1
14,1737,1743,1763,26,52.82,2.48,2.48,100.08,86.555,27,0.011,4.162962962962963,1737,GR86-003-017,18,115.004,Sonoma,Race 1
15,1765,1834,1853,88,4.22,2.42,2.42,94.58,35.175000000000004,23,1.06,56.225842696629215,1812,GR86-003-017,18,115.004,Sonoma,Race 1
16,2130,2197,2254,124,46.37,2.45,2.45,87.27,92.095,60,0.962,61.224000000000004,2159,GR86-003-017,18,115.004,Sonoma,Race 1
1,120,142,254,134,49.66,2.42,2.42,97.18,45.095,28,1.151,38.565925925925924,178,GR86-004-078,3,115.996,Sonoma,Race 1
2,259,263,273,14,55.01,30.03,30.03,93.51,0.0,0,1.075,57.84,259,GR86-004-078,3,115.996,Sonoma,Race 1
3,389,397,462,73,57.53,2.42,2.42,93.26,19.9,14,0.079,48.89324324324325,389,GR86-004-078,3,115.996,Sonoma,Race 1
4,471,482,497,26,55.11,2.68,2.68,99.57,0.0,0,1.025,43.84074074074074,471,GR86-004-078,3,115.996,Sonoma,Race 1
5,561,565,639,78,25.02,2.35,2.35,97.6,63.405,51,0.053,38.26329113924052,575,GR86-004-078,3,115.996,Sonoma,Race 1
6,858,891,981,123,47.42,2.42,2.42,99.46,34.245,43,0.411,50.44032258064517,878,GR86-004-078,3,115.996,Sonoma,Race 1
7,1235,1239,1313,78,44.93,2.32,2.32,97.77,81.09,47,0.018,39.05443037974684,1308,GR86-004-078,3,115.996,Sonoma,Race 1
8,1329,1352,1411,82,42.75,2.38,2.38,85.06,10.24,2,0.91,72.50843373493977,1403,GR86-004-078,3,115.996,Sonoma,Race 1
9,1412,1414,1423,11,67.99,45.7,45.7,91.97,0.0,0,1.088,71.275,1412,GR86-004-078,3,115.996,Sonoma,Race 1
10,1452,1464,1478,26,66.98,39.45,39.45,85.34,0.0,0,0.014,36.525925925925925,1452,GR86-004-078,3,115.996,Sonoma,Race 1
11,1762,1772,1893,131,59.14,2.42,2.42,97.74,95.985,67,0.064,39.33333333333334,1762,GR86-004-078,3,115.996,Sonoma,Race 1
12,2155,2159,2304,149,20.99,2.29,2.29,81.60000000000001,102.365,71,0.059,64.45200000000001,2169,GR86-004-078,3,115.996,Sonoma,Race 1
1,88,126,149,61,77.29,2.51,2.51,88.7,0.0,0,1.725,35.12096774193547,88,GR86-008-113,4,115.004,Sonoma,Race 1
2,167,193,228,61,4.23,2.48,2.48,81.10000000000001,90.2,22,1.066,42.52903225806452,225,GR86-008-113,4,115.004,Sonoma,Race 1
3,363,383,406,43,61.53,2.45,2.45,97.96,0.0,0,1.329,45.440909090909095,363,GR86-008-113,4,115.004,Sonoma,Race 1
4,437,449,462,25,26.96,2.58,2.58,98.95,0.0,0,1.183,37.83846153846154,460,GR86-008-113,4,115.004,Sonoma,Race 1
5,541,574,609,68,39.39,2.48,2.48,83.14,99.71,46,0.948,51.08840579710145,605,GR86-008-113,4,115.004,Sonoma,Race 1
6,861,890,925,64,36.54,2.47,2.47,83.78,86.035,39,1.162,32.30923076923077,924,GR86-008-113,4,115.004,Sonoma,Race 1
7,1212,1246,1277,65,62.47,2.47,2.47,93.43,86.16,43,0.976,40.69545454545455,1212,GR86-008-113,4,115.004,Sonoma,Race 1
8,1319,1342,1373,54,18.82,2.39,2.39,81.01,35.175000000000004,20,1.164,59.25454545454546,1368,GR86-008-113,4,115.004,Sonoma,Race 1
9,1375,1391,1401,26,69.10000000000001,30.86,30.86,95.72,0.0,0,0.738,49.96296296296296,1375,GR86-008-113,4,115.004,Sonoma,Race 1
10,1737,1754,1756,19,50.620000000000005,2.8000000000000003,2.8000000000000003,91.98,108.36,20,0.111,9.23,1737,GR86-008-113,4,115.004,Sonoma,Race 1
11,1758,1802,1899,141,23.15,2.47,2.47,97.86,101.355,68,0.756,79.58661971830985,1783,GR86-008-113,4,115.004,Sonoma,Race 1
12,2175,2185,2199,24,35.730000000000004,2.77,2.77,99.98,108.88,25,0.122,13.616,2188,GR86-008-113,4,115.004,Sonoma,Race 1
13,2201,2227,2267,66,10.72,2.48,2.48,83.3,102.425,37,0.754,83.75223880597015,2211,GR86-008-113,4,115.004,Sonoma,Race 1
1,68,144,147,79,68.22,2.77,2.77,88.68,48.085,7,1.025,45.191250000000004,68,GR86-009-005,6,115.218,Sonoma,Race 1
2,148,165,240,92,69.29,2.48,2.48,90.54,76.39,37,0.499,69.63333333333333,148,GR86-009-005,6,115.218,Sonoma,Race 1
3,328,343,364,36,71.37,2.45,2.45,99.64,0.0,0,0.653,34.481081081081086,328,GR86-009-005,6,115.218,Sonoma,Race 1
4,381,394,418,37,34.11,2.52,2.52,99.59,0.0,0,1.089,42.502631578947366,399,GR86-009-005,6,115.218,Sonoma,Race 1
5,487,498,501,14,61.49,2.63,2.63,83.12,63.345,14,0.023,4.513333333333334,487,GR86-009-005,6,115.218,Sonoma,Race 1
6,502,511,570,68,16.080000000000002,2.48,2.48,96.67,64.245,27,0.606,59.65072463768115,569,GR86-009-005,6,115.218,Sonoma,Race 1
7,779,792,795,16,48.96,2.52,2.52,97.98,35.265,14,0.109,8.823529411764707,794,GR86-009-005,6,115.218,Sonoma,Race 1
8,797,812,901,104,31.1,2.48,2.48,96.6,35.205,23,0.396,55.27714285714286,900,GR86-009-005,6,115.218,Sonoma,Race 1
9,946,948,960,14,60.23,45.27,45.27,94.35,0.0,0,1.421,36.63333333333333,946,GR86-009-005,6,115.218,Sonoma,Race 1
10,1148,1158,1161,13,34.47,2.58,2.58,99.34,74.805,13,0.212,5.628571428571429,1160,GR86-009-005,6,115.218,Sonoma,Race 1
11,1162,1202,1244,82,62.21,2.41,2.41,85.53,69.465,45,1.157,48.01927710843373,1162,GR86-009-005,6,115.218,Sonoma,Race 1
12,1249,1284,1312,63,59.85,2.41,2.41,94.04,9.995,0,0.479,43.81875,1249,GR86-009-005,6,115.218,Sonoma,Race 1
13,1320,1322,1331,11,50.44,26.74,26.74,98.34,0.0,0,0.988,54.15833333333334,1320,GR86-009-005,6,115.218,Sonoma,Race 1
14,1509,1527,1537,28,79.91,37.1,37.1,99.43,0.0,0,0.951,36.44827586206897,1509,GR86-009-005,6,115.218,Sonoma,Race 1
15,1565,1577,1581,16,72.05,19.62,19.62,85.55,0.0,0,1.136,35.88823529411765,1565,GR86-009-005,6,115.218,Sonoma,Race 1
16,1673,1680,1683,10,41.87,3.14,3.14,88.18,92.125,11,0.002,4.172727272727273,1683,GR86-009-005,6,115.218,Sonoma,Race 1
17,1684,1694,1698,14,63.6,2.5500000000000003,2.5500000000000003,99.69,62.275,15,0.043,2.54,1684,GR86-009-005,6,115.218,Sonoma,Race 1
18,1699,1713,1718,19,36.84,2.48,2.48,99.04,55.3,20,0.246,3.7700000000000005,1717,GR86-009-005,6,115.218,Sonoma,Race 1
19,1719,1755,1813,94,50.03,2.45,2.45,99.67,47.765,32,1.376,56.70736842105264,1719,GR86-009-005,6,115.218,Sonoma,Race 1
20,2073,2098,2124,51,36.89,2.48,2.48,92.2,70.83500000000001,51,0.277,6.790384615384616,2085,GR86-009-005,6,115.218,Sonoma,Race 1
21,2125,2138,2183,58,38.5,2.42,2.42,95.68,55.545,25,0.954,111.22372881355933,2182,GR86-009-005,6,115.218,Sonoma,Race 1
1,127,149,182,55,64.39,2.46,2.46,84.06,20.66,15,1.123,34.853571428571435,127,GR86-010-016,3,115.725,Sonoma,Race 1
2,183,192,196,13,6.2,2.48,2.48,86.51,14.51,2,0.47,17.164285714285715,196,GR86-010-016,3,115.725,Sonoma,Race 1
3,197,201,269,72,76.07000000000001,2.37,2.37,98.84,22.77,20,0.086,43.952054794520556,197,GR86-010-016,3,115.725,Sonoma,Race 1
4,397,401,454,57,24.81,2.21,2.21,100.25,15.395,9,0.145,46.27931034482759,453,GR86-010-016,3,115.725,Sonoma,Race 1
5,467,478,515,48,22.96,2.5,2.5,97.65,0.0,0,1.041,37.891836734693875,515,GR86-010-016,3,115.725,Sonoma,Race 1
6,569,573,654,85,62.1,2.14,2.14,97.62,70.12,44,0.259,41.84534883720929,569,GR86-010-016,3,115.725,Sonoma,Race 1
7,864,878,918,54,40.67,2.45,2.45,88.17,22.4,22,0.505,14.721818181818184,918,GR86-010-016,3,115.725,Sonoma,Race 1
8,919,934,978,59,35.44,2.43,2.43,94.4,23.745,21,1.136,54.315000000000005,977,GR86-010-016,3,115.725,Sonoma,Race 1
9,1254,1256,1296,42,4.92,1.92,1.92,84.0,93.53,41,0.13,4.844186046511628,1280,GR86-010-016,3,115.725,Sonoma,Race 1
10,1298,1302,1343,45,59.07,2.33,2.33,98.19,33.435,15,0.637,60.99347826086957,1298,GR86-010-016,3,115.725,Sonoma,Race 1
11,1364,1380,1451,87,73.65,2.43,2.43,80.05,4.565,0,0.746,75.44204545454546,1364,GR86-010-016,3,115.725,Sonoma,Race 1
12,1622,1626,1647,25,48.05,27.5,27.5,80.09,0.0,0,1.092,44.534615384615385,1646,GR86-010-016,3,115.725,Sonoma,Race 1
13,1794,1796,1925,131,10.23,1.99,1.99,100.2,85.12,74,0.04,37.8409090909091,1811,GR86-010-016,3,115.725,Sonoma,Race 1
14,2198,2201,2224,26,9.8,2.12,2.12,81.66,68.535,24,0.078,1.477777777777778,2223,GR86-010-016,3,115.725,Sonoma,Race 1
15,2225,2230,2255,30,10.69,2.39,2.39,95.95,56.63,31,0.122,13.196774193548388,2236,GR86-010-016,3,115.725,Sonoma,Race 1
16,2256,2261,2327,71,38.08,2.37,2.37,87.39,23.15,26,0.74,87.6236111111111,2326,GR86-010-016,3,115.725,Sonoma,Race 1
1,65,110,169,104,78.08,2.5,2.5,95.85,47.765,12,1.534,29.63142857142857,65,GR86-013-080,14,115.814,Sonoma,Race 1
2,180,194,255,75,8.74,2.6,2.6,80.35000000000001,51.305,17,0.988,47.8592105263158,245,GR86-013-080,14,115.814,Sonoma,Race 1
3,371,390,419,48,78.45,2.67,2.67,99.01,0.0,0,1.452,49.05510204081632,371,GR86-013-080,14,115.814,Sonoma,Race 1
4,431,447,491,60,56.22,2.6,2.6,99.3,17.900000000000002,14,0.8240000000000001,33.47049180327869,431,GR86-013-080,14,115.814,Sonoma,Race 1
5,541,552,555,14,48.32,2.69,2.69,95.72,52.145,12,0.243,7.6866666666666665,554,GR86-013-080,14,115.814,Sonoma,Race 1
6,557,593,651,94,7.08,2.5,2.5,80.8,57.09,34,1.186,60.454736842105284,649,GR86-013-080,14,115.814,Sonoma,Race 1
7,846,868,872,26,38.99,2.57,2.57,98.24,34.595,24,0.417,4.492592592592593,871,GR86-013-080,14,115.814,Sonoma,Race 1
8,874,892,984,110,8.98,2.54,2.54,91.27,26.11,21,1.369,54.45585585585585,968,GR86-013-080,14,115.814,Sonoma,Race 1
9,1196,1210,1214,18,72.42,2.63,2.63,98.87,86.815,17,0.006,2.7473684210526312,1196,GR86-013-080,14,115.814,Sonoma,Race 1
10,1226,1252,1288,62,57.98,2.54,2.54,99.26,63.315000000000005,27,1.069,55.912698412698404,1226,GR86-013-080,14,115.814,Sonoma,Race 1
11,1316,1351,1399,83,59.33,2.49,2.49,85.98,12.36,18,1.137,64.71666666666667,1316,GR86-013-080,14,115.814,Sonoma,Race 1
12,1557,1589,1617,60,73.39,2.5,2.5,97.19,0.0,0,1.077,27.89672131147541,1557,GR86-013-080,14,115.814,Sonoma,Race 1
13,1623,1629,1648,25,53.02,4.34,4.34,91.5,0.0,0,0.394,35.050000000000004,1623,GR86-013-080,14,115.814,Sonoma,Race 1
14,1756,1767,1770,14,55.24,2.67,2.67,96.87,68.12,13,0.087,3.64,1756,GR86-013-080,14,115.814,Sonoma,Race 1
15,1771,1777,1782,11,6.84,2.58,2.58,81.49,64.155,12,0.034,5.358333333333333,1781,GR86-013-080,14,115.814,Sonoma,Race 1
16,1783,1791,1795,12,3.56,2.63,2.63,98.24,50.13,13,0.126,5.830769230769231,1794,GR86-013-080,14,115.814,Sonoma,Race 1
17,1796,1819,1893,97,66.31,2.5,2.5,94.77,60.43,28,1.02,50.211224489795924,1796,GR86-013-080,14,115.814,Sonoma,Race 1
18,2159,2174,2177,18,71.39,2.63,2.63,95.53,82.74,16,0.072,5.2368421052631575,2159,GR86-013-080,14,115.814,Sonoma,Race 1
19,2188,2194,2198,10,38.55,2.6,2.6,91.81,82.89,11,0.411,11.236363636363636,2198,GR86-013-080,14,115.814,Sonoma,Race 1
20,2199,2221,2311,112,74.77,2.52,2.52,98.21,77.705,26,0.936,80.26017699115044,2199,GR86-013-080,14,115.814,Sonoma,Race 1
1,85,122,133,48,57.78,4.87,4.87,81.41,0.0,0,1.134,57.47142857142858,85,GR86-015-031,19,115.037,Sonoma,Race 1
2,150,166,213,63,65.54,2.5500000000000003,2.5500000000000003,85.71000000000001,94.765,22,0.468,35.321875,150,GR86-015-031,19,115.037,Sonoma,Race 1
3,327,335,376,49,57.620000000000005,2.7,2.7,99.96,0.0,0,0.76,48.843999999999994,327,GR86-015-031,19,115.037,Sonoma,Race 1
4,397,410,437,40,29.41,2.74,2.74,99.36,5.495,0,1.227,50.048780487804876,437,GR86-015-031,19,115.037,Sonoma,Race 1
5,496,511,564,68,64.73,2.61,2.61,85.17,107.55,32,0.291,51.56521739130435,496,GR86-015-031,19,115.037,Sonoma,Race 1
6,767,777,780,13,38.52,2.61,2.61,87.83,32.105000000000004,11,0.413,10.05,780,GR86-015-031,19,115.037,Sonoma,Race 1
7,782,814,859,77,43.02,2.48,2.48,99.93,39.19,18,1.26,52.3551282051282,859,GR86-015-031,19,115.037,Sonoma,Race 1
8,1105,1112,1173,68,77.41,2.51,2.51,97.84,114.91,46,0.005,31.689855072463768,1105,GR86-015-031,19,115.037,Sonoma,Race 1
9,1210,1231,1269,59,32.94,2.47,2.47,82.25,21.12,12,1.301,78.49166666666669,1267,GR86-015-031,19,115.037,Sonoma,Race 1
10,1599,1607,1640,41,21.16,2.58,2.58,99.97,108.97,42,0.01,4.55,1610,GR86-015-031,19,115.037,Sonoma,Race 1
11,1642,1657,1700,58,11.1,2.54,2.54,99.12,84.51,39,0.749,81.41525423728814,1699,GR86-015-031,19,115.037,Sonoma,Race 1
12,1713,1726,1742,29,28.34,2.51,2.51,98.31,57.775,10,1.102,157.39999999999998,1741,GR86-015-031,19,115.037,Sonoma,Race 1
13,2036,2042,2064,28,3.96,2.57,2.57,91.51,113.945,29,0.077,17.782758620689656,2044,GR86-015-031,19,115.037,Sonoma,Race 1
14,2065,2090,2120,55,12.82,2.5,2.5,99.78,108.62,24,1.234,112.66785714285716,2119,GR86-015-031,19,115.037,Sonoma,Race 1
1,90,120,225,135,71.28,2.51,2.51,82.05,80.71000000000001,39,1.775,41.65661764705882,90,GR86-016-055,23,122.622,Sonoma,Race 1
2,355,371,470,115,44.2,2.51,2.51,100.01,19.87,13,1.497,41.21896551724138,458,GR86-016-055,23,122.622,Sonoma,Race 1
3,520,562,588,68,55.78,2.47,2.47,99.11,89.055,40,1.134,36.22173913043479,520,GR86-016-055,23,122.622,Sonoma,Race 1
4,814,870,945,131,6.12,2.49,2.49,98.35,54.495000000000005,41,1.401,64.95530303030301,834,GR86-016-055,23,122.622,Sonoma,Race 1
5,1163,1222,1256,93,56.54,2.49,2.49,91.82,102.545,54,1.12,36.975531914893615,1163,GR86-016-055,23,122.622,Sonoma,Race 1
6,1263,1265,1282,19,78.0,65.46000000000001,65.46000000000001,96.65,0.0,0,0.986,52.004999999999995,1263,GR86-016-055,23,122.622,Sonoma,Race 1
7,1285,1304,1344,59,54.13,2.47,2.47,97.82,29.59,20,1.045,52.813333333333325,1285,GR86-016-055,23,122.622,Sonoma,Race 1
8,1686,1747,1774,88,20.9,2.49,2.49,100.12,107.05,60,1.019,27.243820224719105,1702,GR86-016-055,23,122.622,Sonoma,Race 1
9,1775,1789,1810,35,79.98,2.5,2.5,99.99,0.0,0,0.926,74.07499999999999,1775,GR86-016-055,23,122.622,Sonoma,Race 1
10,2076,2091,2097,21,37.15,2.49,2.49,86.99,77.215,22,0.002,5.395454545454546,2097,GR86-016-055,23,122.622,Sonoma,Race 1
11,2099,2149,2174,75,4.2,2.49,2.49,88.13,68.47,52,1.161,63.23552631578947,2123,GR86-016-055,23,122.622,Sonoma,Race 1
12,2441,2470,2497,56,4.09,2.49,2.49,93.46,75.125,26,1.02,60.705263157894734,2496,GR86-016-055,23,122.622,Sonoma,Race 1
13,2727,2789,2809,82,65.54,2.49,2.49,88.27,53.61,61,1.462,44.97831325301205,2727,GR86-016-055,23,122.622,Sonoma,Race 1
